X,Subject,RotAccErrTot,RotErrTot,RotPartial,RotSpeedErrTot,OspanAccErrTot,OspanMathErrTot,OspanPartial,OspanSpeedErrTot,SymmAccErrTot,SymmSpeedErrTot,SspanPartial,SymmErrTot,ZRotErrTot,ZRotPartial,ZOspanMathErrTot,ZOspanPartial,ZSspanPartial,ZSymmErrTot,Melody,AscendingDescending,Condition,cadence_type,change
181,24,4,4,10,0,0,1,23,1,0,0,11,0,1.5548,0.29682,-0.46824,0.67292,0.38733,-0.61182,mel3P024.aif,1,B,ascending,no_change
182,24,4,4,10,0,0,1,23,1,0,0,11,0,1.5548,0.29682,-0.46824,0.67292,0.38733,-0.61182,mel8P024.aif,2,B,descending,no_change
183,24,4,4,10,0,0,1,23,1,0,0,11,0,1.5548,0.29682,-0.46824,0.67292,0.38733,-0.61182,mel6P024.aif,2,B,descending,no_change
184,24,4,4,10,0,0,1,23,1,0,0,11,0,1.5548,0.29682,-0.46824,0.67292,0.38733,-0.61182,mel5P024.aif,2,B,descending,no_change
185,25,0,0,3,0,2,2,19,0,1,1,6,2,-0.73649,-1.81101,0.27669,-0.07477,-1.11895,0.66661,mel8P025.aif,1,A,ascending,no_change
186,25,0,0,3,0,2,2,19,0,1,1,6,2,-0.73649,-1.81101,0.27669,-0.07477,-1.11895,0.66661,mel4P025.aif,2,A,descending,no_change
187,25,0,0,3,0,2,2,19,0,1,1,6,2,-0.73649,-1.81101,0.27669,-0.07477,-1.11895,0.66661,mel6P025.aif,2,A,ascending,change
188,25,0,0,3,0,2,2,19,0,1,1,6,2,-0.73649,-1.81101,0.27669,-0.07477,-1.11895,0.66661,mel5P025.aif,1,A,ascending,no_change
189,25,0,0,3,0,2,2,19,0,1,1,6,2,-0.73649,-1.81101,0.27669,-0.07477,-1.11895,0.66661,mel7P025.aif,2,A,ascending,change
190,25,0,0,3,0,2,2,19,0,1,1,6,2,-0.73649,-1.81101,0.27669,-0.07477,-1.11895,0.66661,mel3P025.aif,2,A,descending,no_change
191,25,0,0,3,0,2,2,19,0,1,1,6,2,-0.73649,-1.81101,0.27669,-0.07477,-1.11895,0.66661,mel1P025.aif,2,A,descending,no_change
192,25,0,0,3,0,2,2,19,0,1,1,6,2,-0.73649,-1.81101,0.27669,-0.07477,-1.11895,0.66661,mel2P025.aif,2,A,descending,no_change
193,26,1,2,5,1,2,2,12,0,0,0,8,0,0.40916,-1.20877,0.27669,-1.38323,-0.51644,-0.61182,mel6P026.aif,2,B,descending,no_change
194,26,1,2,5,1,2,2,12,0,0,0,8,0,0.40916,-1.20877,0.27669,-1.38323,-0.51644,-0.61182,mel7P026.aif,2,B,descending,no_change
195,26,1,2,5,1,2,2,12,0,0,0,8,0,0.40916,-1.20877,0.27669,-1.38323,-0.51644,-0.61182,mel8P026.aif,2,B,descending,no_change
196,26,1,2,5,1,2,2,12,0,0,0,8,0,0.40916,-1.20877,0.27669,-1.38323,-0.51644,-0.61182,mel3P026.aif,2,B,ascending,change
197,26,1,2,5,1,2,2,12,0,0,0,8,0,0.40916,-1.20877,0.27669,-1.38323,-0.51644,-0.61182,mel2P026.aif,2,B,ascending,change
198,26,1,2,5,1,2,2,12,0,0,0,8,0,0.40916,-1.20877,0.27669,-1.38323,-0.51644,-0.61182,mel4P026.aif,1,B,ascending,no_change
200,26,1,2,5,1,2,2,12,0,0,0,8,0,0.40916,-1.20877,0.27669,-1.38323,-0.51644,-0.61182,mel5P026.aif,2,B,descending,no_change
201,27,2,3,9,1,0,1,24,1,1,0,14,1,0.98198,-0.0043,-0.46824,0.85985,1.2911,0.02739,mel6P027.aif,2,A,ascending,change
202,27,2,3,9,1,0,1,24,1,1,0,14,1,0.98198,-0.0043,-0.46824,0.85985,1.2911,0.02739,mel2P027.aif,2,A,descending,no_change
203,27,2,3,9,1,0,1,24,1,1,0,14,1,0.98198,-0.0043,-0.46824,0.85985,1.2911,0.02739,mel7P027.aif,1,A,ascending,no_change
204,27,2,3,9,1,0,1,24,1,1,0,14,1,0.98198,-0.0043,-0.46824,0.85985,1.2911,0.02739,mel3P027.aif,2,A,descending,no_change
205,27,2,3,9,1,0,1,24,1,1,0,14,1,0.98198,-0.0043,-0.46824,0.85985,1.2911,0.02739,mel8P027.aif,1,A,ascending,no_change
206,27,2,3,9,1,0,1,24,1,1,0,14,1,0.98198,-0.0043,-0.46824,0.85985,1.2911,0.02739,mel1P027.aif,1,A,descending,change
207,27,2,3,9,1,0,1,24,1,1,0,14,1,0.98198,-0.0043,-0.46824,0.85985,1.2911,0.02739,mel5P027.aif,1,A,ascending,no_change
208,27,2,3,9,1,0,1,24,1,1,0,14,1,0.98198,-0.0043,-0.46824,0.85985,1.2911,0.02739,mel4P027.aif,1,A,descending,change
210,28,1,1,9,0,0,0,25,0,0,0,5,0,-0.16366,-0.0043,-1.21317,1.04677,-1.42021,-0.61182,mel8P028.aif,2,B,descending,no_change
211,28,1,1,9,0,0,0,25,0,0,0,5,0,-0.16366,-0.0043,-1.21317,1.04677,-1.42021,-0.61182,mel6P028.aif,1,B,descending,change
212,28,1,1,9,0,0,0,25,0,0,0,5,0,-0.16366,-0.0043,-1.21317,1.04677,-1.42021,-0.61182,mel7P028.aif,2,B,descending,no_change
213,28,1,1,9,0,0,0,25,0,0,0,5,0,-0.16366,-0.0043,-1.21317,1.04677,-1.42021,-0.61182,mel2P028.aif,1,B,ascending,no_change
214,28,1,1,9,0,0,0,25,0,0,0,5,0,-0.16366,-0.0043,-1.21317,1.04677,-1.42021,-0.61182,mel3P028.aif,1,B,ascending,no_change
215,28,1,1,9,0,0,0,25,0,0,0,5,0,-0.16366,-0.0043,-1.21317,1.04677,-1.42021,-0.61182,mel4P028.aif,1,B,ascending,no_change
216,28,1,1,9,0,0,0,25,0,0,0,5,0,-0.16366,-0.0043,-1.21317,1.04677,-1.42021,-0.61182,mel5P028.aif,2,B,descending,no_change
217,29,2,2,10,0,3,3,20,0,0,0,11,0,0.40916,0.29682,1.02162,0.11215,0.38733,-0.61182,mel6P029.aif,1,A,ascending,no_change
218,29,2,2,10,0,3,3,20,0,0,0,11,0,0.40916,0.29682,1.02162,0.11215,0.38733,-0.61182,mel2P029.aif,2,A,descending,no_change
219,29,2,2,10,0,3,3,20,0,0,0,11,0,0.40916,0.29682,1.02162,0.11215,0.38733,-0.61182,mel8P029.aif,2,A,ascending,change
220,29,2,2,10,0,3,3,20,0,0,0,11,0,0.40916,0.29682,1.02162,0.11215,0.38733,-0.61182,mel4P029.aif,2,A,descending,no_change
222,29,2,2,10,0,3,3,20,0,0,0,11,0,0.40916,0.29682,1.02162,0.11215,0.38733,-0.61182,mel7P029.aif,2,A,ascending,change
223,29,2,2,10,0,3,3,20,0,0,0,11,0,0.40916,0.29682,1.02162,0.11215,0.38733,-0.61182,mel5P029.aif,1,A,ascending,no_change
224,29,2,2,10,0,3,3,20,0,0,0,11,0,0.40916,0.29682,1.02162,0.11215,0.38733,-0.61182,mel3P029.aif,2,A,descending,no_change
225,30,4,4,5,0,1,1,25,0,0,10,4,10,1.5548,-1.20877,-0.46824,1.04677,-1.72146,5.78032,mel3P030.aif,1,B,ascending,no_change
226,30,4,4,5,0,1,1,25,0,0,10,4,10,1.5548,-1.20877,-0.46824,1.04677,-1.72146,5.78032,mel7P030.aif,1,B,descending,change
227,30,4,4,5,0,1,1,25,0,0,10,4,10,1.5548,-1.20877,-0.46824,1.04677,-1.72146,5.78032,mel6P030.aif,1,B,descending,change
228,30,4,4,5,0,1,1,25,0,0,10,4,10,1.5548,-1.20877,-0.46824,1.04677,-1.72146,5.78032,mel4P030.aif,2,B,ascending,change
229,30,4,4,5,0,1,1,25,0,0,10,4,10,1.5548,-1.20877,-0.46824,1.04677,-1.72146,5.78032,mel5P030.aif,1,B,descending,change
230,30,4,4,5,0,1,1,25,0,0,10,4,10,1.5548,-1.20877,-0.46824,1.04677,-1.72146,5.78032,mel2P030.aif,2,B,ascending,change
231,30,4,4,5,0,1,1,25,0,0,10,4,10,1.5548,-1.20877,-0.46824,1.04677,-1.72146,5.78032,mel8P030.aif,2,B,descending,no_change
233,31,2,2,4,0,1,1,4,0,0,0,5,0,0.40916,-1.50989,-0.46824,-2.87862,-1.42021,-0.61182,mel7P031.aif,1,A,ascending,no_change
234,31,2,2,4,0,1,1,4,0,0,0,5,0,0.40916,-1.50989,-0.46824,-2.87862,-1.42021,-0.61182,mel6P031.aif,2,A,ascending,change
235,31,2,2,4,0,1,1,4,0,0,0,5,0,0.40916,-1.50989,-0.46824,-2.87862,-1.42021,-0.61182,mel8P031.aif,2,A,ascending,change
236,31,2,2,4,0,1,1,4,0,0,0,5,0,0.40916,-1.50989,-0.46824,-2.87862,-1.42021,-0.61182,mel2P031.aif,2,A,descending,no_change
237,31,2,2,4,0,1,1,4,0,0,0,5,0,0.40916,-1.50989,-0.46824,-2.87862,-1.42021,-0.61182,mel1P031.aif,1,A,descending,change
238,31,2,2,4,0,1,1,4,0,0,0,5,0,0.40916,-1.50989,-0.46824,-2.87862,-1.42021,-0.61182,mel4P031.aif,2,A,descending,no_change
239,31,2,2,4,0,1,1,4,0,0,0,5,0,0.40916,-1.50989,-0.46824,-2.87862,-1.42021,-0.61182,mel5P031.aif,2,A,ascending,change
240,31,2,2,4,0,1,1,4,0,0,0,5,0,0.40916,-1.50989,-0.46824,-2.87862,-1.42021,-0.61182,mel3P031.aif,2,A,descending,no_change
241,32,0,0,13,0,3,3,23,0,1,0,14,1,-0.73649,1.20017,1.02162,0.67292,1.2911,0.02739,mel8P032.aif,1,B,descending,change
242,32,0,0,13,0,3,3,23,0,1,0,14,1,-0.73649,1.20017,1.02162,0.67292,1.2911,0.02739,mel4P032.aif,2,B,ascending,change
244,32,0,0,13,0,3,3,23,0,1,0,14,1,-0.73649,1.20017,1.02162,0.67292,1.2911,0.02739,mel3P032.aif,1,B,ascending,no_change
245,32,0,0,13,0,3,3,23,0,1,0,14,1,-0.73649,1.20017,1.02162,0.67292,1.2911,0.02739,mel6P032.aif,2,B,descending,no_change
246,32,0,0,13,0,3,3,23,0,1,0,14,1,-0.73649,1.20017,1.02162,0.67292,1.2911,0.02739,mel7P032.aif,2,B,descending,no_change
247,32,0,0,13,0,3,3,23,0,1,0,14,1,-0.73649,1.20017,1.02162,0.67292,1.2911,0.02739,mel2P032.aif,1,B,ascending,no_change
248,32,0,0,13,0,3,3,23,0,1,0,14,1,-0.73649,1.20017,1.02162,0.67292,1.2911,0.02739,mel5P032.aif,2,B,descending,no_change
249,33,1,1,13,0,0,0,20,0,0,0,14,0,-0.16366,1.20017,-1.21317,0.11215,1.2911,-0.61182,mel4P033.aif,1,A,descending,change
250,33,1,1,13,0,0,0,20,0,0,0,14,0,-0.16366,1.20017,-1.21317,0.11215,1.2911,-0.61182,mel7P033.aif,1,A,ascending,no_change
251,33,1,1,13,0,0,0,20,0,0,0,14,0,-0.16366,1.20017,-1.21317,0.11215,1.2911,-0.61182,mel8P033.aif,1,A,ascending,no_change
252,33,1,1,13,0,0,0,20,0,0,0,14,0,-0.16366,1.20017,-1.21317,0.11215,1.2911,-0.61182,mel5P033.aif,1,A,ascending,no_change
253,33,1,1,13,0,0,0,20,0,0,0,14,0,-0.16366,1.20017,-1.21317,0.11215,1.2911,-0.61182,mel2P033.aif,2,A,descending,no_change
254,33,1,1,13,0,0,0,20,0,0,0,14,0,-0.16366,1.20017,-1.21317,0.11215,1.2911,-0.61182,mel6P033.aif,1,A,ascending,no_change
255,33,1,1,13,0,0,0,20,0,0,0,14,0,-0.16366,1.20017,-1.21317,0.11215,1.2911,-0.61182,mel1P033.aif,2,A,descending,no_change
256,33,1,1,13,0,0,0,20,0,0,0,14,0,-0.16366,1.20017,-1.21317,0.11215,1.2911,-0.61182,mel3P033.aif,1,A,descending,change
257,34,0,0,11,0,0,0,16,0,0,0,7,0,-0.73649,0.59793,-1.21317,-0.63554,-0.8177,-0.61182,mel7P034.aif,2,B,descending,no_change
259,34,0,0,11,0,0,0,16,0,0,0,7,0,-0.73649,0.59793,-1.21317,-0.63554,-0.8177,-0.61182,mel8P034.aif,2,B,descending,no_change
260,34,0,0,11,0,0,0,16,0,0,0,7,0,-0.73649,0.59793,-1.21317,-0.63554,-0.8177,-0.61182,mel2P034.aif,2,B,ascending,change
261,34,0,0,11,0,0,0,16,0,0,0,7,0,-0.73649,0.59793,-1.21317,-0.63554,-0.8177,-0.61182,mel6P034.aif,2,B,descending,no_change
262,34,0,0,11,0,0,0,16,0,0,0,7,0,-0.73649,0.59793,-1.21317,-0.63554,-0.8177,-0.61182,mel4P034.aif,1,B,ascending,no_change
263,34,0,0,11,0,0,0,16,0,0,0,7,0,-0.73649,0.59793,-1.21317,-0.63554,-0.8177,-0.61182,mel5P034.aif,1,B,descending,change
264,34,0,0,11,0,0,0,16,0,0,0,7,0,-0.73649,0.59793,-1.21317,-0.63554,-0.8177,-0.61182,mel3P034.aif,2,B,ascending,change
265,35,1,1,14,0,1,1,24,0,0,0,14,0,-0.16366,1.50129,-0.46824,0.85985,1.2911,-0.61182,mel7P035.aif,1,A,ascending,no_change
266,35,1,1,14,0,1,1,24,0,0,0,14,0,-0.16366,1.50129,-0.46824,0.85985,1.2911,-0.61182,mel8P035.aif,1,A,ascending,no_change
267,35,1,1,14,0,1,1,24,0,0,0,14,0,-0.16366,1.50129,-0.46824,0.85985,1.2911,-0.61182,mel3P035.aif,2,A,descending,no_change
268,35,1,1,14,0,1,1,24,0,0,0,14,0,-0.16366,1.50129,-0.46824,0.85985,1.2911,-0.61182,mel4P035.aif,2,A,descending,no_change
269,35,1,1,14,0,1,1,24,0,0,0,14,0,-0.16366,1.50129,-0.46824,0.85985,1.2911,-0.61182,mel6P035.aif,1,A,ascending,no_change
270,35,1,1,14,0,1,1,24,0,0,0,14,0,-0.16366,1.50129,-0.46824,0.85985,1.2911,-0.61182,mel2P035.aif,2,A,descending,no_change
271,35,1,1,14,0,1,1,24,0,0,0,14,0,-0.16366,1.50129,-0.46824,0.85985,1.2911,-0.61182,mel1P035.aif,2,A,descending,no_change
272,35,1,1,14,0,1,1,24,0,0,0,14,0,-0.16366,1.50129,-0.46824,0.85985,1.2911,-0.61182,mel5P035.aif,2,A,ascending,change
273,36,0,0,10,0,0,0,24,0,1,0,10,1,-0.73649,0.29682,-1.21317,0.85985,0.08607,0.02739,mel4P036.aif,1,B,ascending,no_change
274,36,0,0,10,0,0,0,24,0,1,0,10,1,-0.73649,0.29682,-1.21317,0.85985,0.08607,0.02739,mel8P036.aif,1,B,descending,change
275,36,0,0,10,0,0,0,24,0,1,0,10,1,-0.73649,0.29682,-1.21317,0.85985,0.08607,0.02739,mel2P036.aif,2,B,ascending,change
276,36,0,0,10,0,0,0,24,0,1,0,10,1,-0.73649,0.29682,-1.21317,0.85985,0.08607,0.02739,mel6P036.aif,2,B,descending,no_change
277,36,0,0,10,0,0,0,24,0,1,0,10,1,-0.73649,0.29682,-1.21317,0.85985,0.08607,0.02739,mel3P036.aif,1,B,ascending,no_change
278,36,0,0,10,0,0,0,24,0,1,0,10,1,-0.73649,0.29682,-1.21317,0.85985,0.08607,0.02739,mel7P036.aif,2,B,descending,no_change
280,36,0,0,10,0,0,0,24,0,1,0,10,1,-0.73649,0.29682,-1.21317,0.85985,0.08607,0.02739,mel5P036.aif,2,B,descending,no_change
281,37,0,0,11,0,1,1,24,0,1,0,11,1,-0.73649,0.59793,-0.46824,0.85985,0.38733,0.02739,mel4P037.aif,1,A,descending,change
282,37,0,0,11,0,1,1,24,0,1,0,11,1,-0.73649,0.59793,-0.46824,0.85985,0.38733,0.02739,mel3P037.aif,2,A,descending,no_change
283,37,0,0,11,0,1,1,24,0,1,0,11,1,-0.73649,0.59793,-0.46824,0.85985,0.38733,0.02739,mel1P037.aif,2,A,descending,no_change
284,37,0,0,11,0,1,1,24,0,1,0,11,1,-0.73649,0.59793,-0.46824,0.85985,0.38733,0.02739,mel7P037.aif,1,A,ascending,no_change
285,37,0,0,11,0,1,1,24,0,1,0,11,1,-0.73649,0.59793,-0.46824,0.85985,0.38733,0.02739,mel8P037.aif,1,A,ascending,no_change
286,37,0,0,11,0,1,1,24,0,1,0,11,1,-0.73649,0.59793,-0.46824,0.85985,0.38733,0.02739,mel5P037.aif,1,A,ascending,no_change
287,37,0,0,11,0,1,1,24,0,1,0,11,1,-0.73649,0.59793,-0.46824,0.85985,0.38733,0.02739,mel6P037.aif,2,A,ascending,change
288,37,0,0,11,0,1,1,24,0,1,0,11,1,-0.73649,0.59793,-0.46824,0.85985,0.38733,0.02739,mel2P037.aif,1,A,descending,change
289,38,2,2,14,0,2,3,24,1,0,1,12,1,0.40916,1.50129,1.02162,0.85985,0.68859,0.02739,mel5P038.aif,2,B,descending,no_change
290,38,2,2,14,0,2,3,24,1,0,1,12,1,0.40916,1.50129,1.02162,0.85985,0.68859,0.02739,mel4P038.aif,1,B,ascending,no_change
291,38,2,2,14,0,2,3,24,1,0,1,12,1,0.40916,1.50129,1.02162,0.85985,0.68859,0.02739,mel7P038.aif,2,B,descending,no_change
292,38,2,2,14,0,2,3,24,1,0,1,12,1,0.40916,1.50129,1.02162,0.85985,0.68859,0.02739,mel6P038.aif,2,B,descending,no_change
293,38,2,2,14,0,2,3,24,1,0,1,12,1,0.40916,1.50129,1.02162,0.85985,0.68859,0.02739,mel2P038.aif,1,B,ascending,no_change
294,38,2,2,14,0,2,3,24,1,0,1,12,1,0.40916,1.50129,1.02162,0.85985,0.68859,0.02739,mel8P038.aif,2,B,descending,no_change
295,38,2,2,14,0,2,3,24,1,0,1,12,1,0.40916,1.50129,1.02162,0.85985,0.68859,0.02739,mel3P038.aif,1,B,ascending,no_change
297,39,0,0,14,0,2,2,22,0,1,0,11,1,-0.73649,1.50129,0.27669,0.486,0.38733,0.02739,mel2P039.aif,1,A,descending,change
298,39,0,0,14,0,2,2,22,0,1,0,11,1,-0.73649,1.50129,0.27669,0.486,0.38733,0.02739,mel1P039.aif,2,A,descending,no_change
299,39,0,0,14,0,2,2,22,0,1,0,11,1,-0.73649,1.50129,0.27669,0.486,0.38733,0.02739,mel4P039.aif,1,A,descending,change
300,39,0,0,14,0,2,2,22,0,1,0,11,1,-0.73649,1.50129,0.27669,0.486,0.38733,0.02739,mel3P039.aif,2,A,descending,no_change
301,39,0,0,14,0,2,2,22,0,1,0,11,1,-0.73649,1.50129,0.27669,0.486,0.38733,0.02739,mel6P039.aif,2,A,ascending,change
302,39,0,0,14,0,2,2,22,0,1,0,11,1,-0.73649,1.50129,0.27669,0.486,0.38733,0.02739,mel5P039.aif,2,A,ascending,change
303,39,0,0,14,0,2,2,22,0,1,0,11,1,-0.73649,1.50129,0.27669,0.486,0.38733,0.02739,mel7P039.aif,1,A,ascending,no_change
304,39,0,0,14,0,2,2,22,0,1,0,11,1,-0.73649,1.50129,0.27669,0.486,0.38733,0.02739,mel8P039.aif,1,A,ascending,no_change
305,40,3,3,8,0,0,0,17,0,1,0,14,1,0.98198,-0.30542,-1.21317,-0.44862,1.2911,0.02739,mel7P040.aif,1,B,descending,change
306,40,3,3,8,0,0,0,17,0,1,0,14,1,0.98198,-0.30542,-1.21317,-0.44862,1.2911,0.02739,mel8P040.aif,1,B,descending,change
308,40,3,3,8,0,0,0,17,0,1,0,14,1,0.98198,-0.30542,-1.21317,-0.44862,1.2911,0.02739,mel6P040.aif,2,B,descending,no_change
309,40,3,3,8,0,0,0,17,0,1,0,14,1,0.98198,-0.30542,-1.21317,-0.44862,1.2911,0.02739,mel2P040.aif,1,B,ascending,no_change
310,40,3,3,8,0,0,0,17,0,1,0,14,1,0.98198,-0.30542,-1.21317,-0.44862,1.2911,0.02739,mel4P040.aif,1,B,ascending,no_change
311,40,3,3,8,0,0,0,17,0,1,0,14,1,0.98198,-0.30542,-1.21317,-0.44862,1.2911,0.02739,mel3P040.aif,2,B,ascending,change
312,40,3,3,8,0,0,0,17,0,1,0,14,1,0.98198,-0.30542,-1.21317,-0.44862,1.2911,0.02739,mel5P040.aif,1,B,descending,change
313,41,0,0,6,0,1,1,25,0,1,0,13,1,-0.73649,-0.90765,-0.46824,1.04677,0.98984,0.02739,mel4P041.aif,2,A,descending,no_change
314,41,0,0,6,0,1,1,25,0,1,0,13,1,-0.73649,-0.90765,-0.46824,1.04677,0.98984,0.02739,mel6P041.aif,2,A,ascending,change
315,41,0,0,6,0,1,1,25,0,1,0,13,1,-0.73649,-0.90765,-0.46824,1.04677,0.98984,0.02739,mel8P041.aif,1,A,ascending,no_change
316,41,0,0,6,0,1,1,25,0,1,0,13,1,-0.73649,-0.90765,-0.46824,1.04677,0.98984,0.02739,mel7P041.aif,1,A,ascending,no_change
317,41,0,0,6,0,1,1,25,0,1,0,13,1,-0.73649,-0.90765,-0.46824,1.04677,0.98984,0.02739,mel2P041.aif,2,A,descending,no_change
318,41,0,0,6,0,1,1,25,0,1,0,13,1,-0.73649,-0.90765,-0.46824,1.04677,0.98984,0.02739,mel3P041.aif,2,A,descending,no_change
319,41,0,0,6,0,1,1,25,0,1,0,13,1,-0.73649,-0.90765,-0.46824,1.04677,0.98984,0.02739,mel1P041.aif,1,A,descending,change
320,41,0,0,6,0,1,1,25,0,1,0,13,1,-0.73649,-0.90765,-0.46824,1.04677,0.98984,0.02739,mel5P041.aif,1,A,ascending,no_change
321,42,1,1,13,0,0,0,25,0,0,0,14,0,-0.16366,1.20017,-1.21317,1.04677,1.2911,-0.61182,mel8P042.aif,2,B,descending,no_change
322,42,1,1,13,0,0,0,25,0,0,0,14,0,-0.16366,1.20017,-1.21317,1.04677,1.2911,-0.61182,mel7P042.aif,1,B,descending,change
323,42,1,1,13,0,0,0,25,0,0,0,14,0,-0.16366,1.20017,-1.21317,1.04677,1.2911,-0.61182,mel4P042.aif,1,B,ascending,no_change
324,42,1,1,13,0,0,0,25,0,0,0,14,0,-0.16366,1.20017,-1.21317,1.04677,1.2911,-0.61182,mel2P042.aif,1,B,ascending,no_change
326,42,1,1,13,0,0,0,25,0,0,0,14,0,-0.16366,1.20017,-1.21317,1.04677,1.2911,-0.61182,mel6P042.aif,2,B,descending,no_change
327,42,1,1,13,0,0,0,25,0,0,0,14,0,-0.16366,1.20017,-1.21317,1.04677,1.2911,-0.61182,mel3P042.aif,1,B,ascending,no_change
328,42,1,1,13,0,0,0,25,0,0,0,14,0,-0.16366,1.20017,-1.21317,1.04677,1.2911,-0.61182,mel5P042.aif,2,B,descending,no_change
329,201,0,0,14,0,0,2,16,2,0,0,8,0,-0.73649,1.50129,0.27669,-0.63554,-0.51644,-0.61182,mel4P201.aif,1,A,descending,change
330,201,0,0,14,0,0,2,16,2,0,0,8,0,-0.73649,1.50129,0.27669,-0.63554,-0.51644,-0.61182,mel6P201.aif,2,A,ascending,change
331,201,0,0,14,0,0,2,16,2,0,0,8,0,-0.73649,1.50129,0.27669,-0.63554,-0.51644,-0.61182,mel7P201.aif,1,A,ascending,no_change
332,201,0,0,14,0,0,2,16,2,0,0,8,0,-0.73649,1.50129,0.27669,-0.63554,-0.51644,-0.61182,mel8P201.aif,2,A,ascending,change
333,201,0,0,14,0,0,2,16,2,0,0,8,0,-0.73649,1.50129,0.27669,-0.63554,-0.51644,-0.61182,mel5P201.aif,2,A,ascending,change
334,201,0,0,14,0,0,2,16,2,0,0,8,0,-0.73649,1.50129,0.27669,-0.63554,-0.51644,-0.61182,mel1P201.aif,2,A,descending,no_change
335,201,0,0,14,0,0,2,16,2,0,0,8,0,-0.73649,1.50129,0.27669,-0.63554,-0.51644,-0.61182,mel3P201.aif,2,A,descending,no_change
336,201,0,0,14,0,0,2,16,2,0,0,8,0,-0.73649,1.50129,0.27669,-0.63554,-0.51644,-0.61182,mel2P201.aif,2,A,descending,no_change
338,202,0,0,9,0,4,4,8,0,1,1,8,2,-0.73649,-0.0043,1.76654,-2.13092,-0.51644,0.66661,mel4P202.aif,1,B,ascending,no_change
339,202,0,0,9,0,4,4,8,0,1,1,8,2,-0.73649,-0.0043,1.76654,-2.13092,-0.51644,0.66661,mel6P202.aif,2,B,descending,no_change
340,202,0,0,9,0,4,4,8,0,1,1,8,2,-0.73649,-0.0043,1.76654,-2.13092,-0.51644,0.66661,mel7P202.aif,2,B,descending,no_change
341,202,0,0,9,0,4,4,8,0,1,1,8,2,-0.73649,-0.0043,1.76654,-2.13092,-0.51644,0.66661,mel5P202.aif,2,B,descending,no_change
342,202,0,0,9,0,4,4,8,0,1,1,8,2,-0.73649,-0.0043,1.76654,-2.13092,-0.51644,0.66661,mel3P202.aif,1,B,ascending,no_change
343,202,0,0,9,0,4,4,8,0,1,1,8,2,-0.73649,-0.0043,1.76654,-2.13092,-0.51644,0.66661,mel8P202.aif,2,B,descending,no_change
344,202,0,0,9,0,4,4,8,0,1,1,8,2,-0.73649,-0.0043,1.76654,-2.13092,-0.51644,0.66661,mel2P202.aif,1,B,ascending,no_change
345,203,0,0,11,0,1,1,21,0,4,3,6,7,-0.73649,0.59793,-0.46824,0.29908,-1.11895,3.86268,mel6P203.aif,1,A,ascending,no_change
346,203,0,0,11,0,1,1,21,0,4,3,6,7,-0.73649,0.59793,-0.46824,0.29908,-1.11895,3.86268,mel8P203.aif,1,A,ascending,no_change
347,203,0,0,11,0,1,1,21,0,4,3,6,7,-0.73649,0.59793,-0.46824,0.29908,-1.11895,3.86268,mel5P203.aif,1,A,ascending,no_change
348,203,0,0,11,0,1,1,21,0,4,3,6,7,-0.73649,0.59793,-0.46824,0.29908,-1.11895,3.86268,mel1P203.aif,1,A,descending,change
349,203,0,0,11,0,1,1,21,0,4,3,6,7,-0.73649,0.59793,-0.46824,0.29908,-1.11895,3.86268,mel7P203.aif,2,A,ascending,change
